Restaurant Name,cuisine,location,avg_price,price_norm
three brothers fast food  restaurant maharajgunj,multi cuisine,maharajgunj,269.8666666666667,0.9957388204125621
thulo thakali,thakali  nepali,thamel,456.8301886792453,0.992600617390803
tiamo pizza,italian,pulchowk,567.3913043478261,0.9907448370570496
tip top  kamal pokhari,indian,kamal pokhari beside city center,585.4696132596686,0.9904413906786078
tip top sweets,indian,new road,651.4093959731543,0.9893345842645113
tip top sweets  kuleshwor,indian veg sweets,kuleshwor,593.8888888888889,0.9903000722228137
tip top sweets  lagankhel,indian,lagankhel,610.5182926829268,0.9900209458741295
tip top sweets  maharajgunj,indian,maharajgunj,592.5271739130435,0.9903229287565695
tip top sweets  sitapaila,indian,sitapaila,590.7608695652174,0.9903525763668735
tnt cafe and kitchen,multi cuisine,basundhara side of om complex,383.8624338624339,0.9938253890799119
traditional comfort,nepali,kamalpokhari,588.3673469387755,0.9903927519041018
triple tree garden bistro,multi cuisine,sanepa,271.8292682926829,0.9957058779311253
trisara  durbarmarg,continental,durbarmarg,572.2272727272727,0.9906636648026005
trisara  the baking factory,bakery,lazimpat,435.3333333333333,0.9929614444424046
trisaralazimpat,oriental,lazimpat,594.1346153846154,0.9902959476768963
trishna tandoori food cafe,multicuisine,midbaneshwor,307.3333333333333,0.995109938343574
triveni tandoori foodland,multi cuisine,boudha thushal,421.79802955665025,0.9931886359862693
ts your palate,american,thamel,386.7391304347826,0.9937771034155275
turkish kebab  pizza hub,turkish food,bhanimandal,744.5,0.9877720483660123
twakka momo,momo,kupondole,212.4390243902439,0.9967027496249796
twenty forty,multi cuisine,old baneshwor,552.2297297297297,0.9909993257336052
ug cakes,bakery,mid baneswor,2913.902380952381,0.951358393798367
ug stick food and momo house,fast food,tinkune,246.55737704918033,0.9961300693702478
uncle roys fish  chips and salads,fish  chips  salad  continental,jhamsikhel,601.3809523809524,0.9901743171234396
union mexican grill and pizzeria,pizza  mexican,bakhundole,472.10526315789474,0.9923442236067617
urban press  spice,multi cuisine,kupondol,698.125,0.9885504577774712
utpala cafe,indian,boudha,295.0,0.9953169546830096
valley xpress,fast food,balaju,603.0,0.9901471412333207
valley xpress  chabahil,fast food,chabahil chabahil kl tower,577.9830508474577,0.9905670534417591
valley xpress  khadaghari pepsicola,fast food,kadaghari  near by suncity apartment opposite of nabil bank,593.2459016393443,0.9903108648336275
valley xpress  pulchowk,fast food,pulchowk,588.9344262295082,0.9903832334166204
vera pizza  boudha,pizza,boudha,678.4888888888889,0.9888800520350095
vera pizza durbarmarg,italian,sherpa mall durbarmarg,663.0,0.9891400347171475
vera pizza thamel,italian,mandala street,671.925,0.9889902276228667
vesper fine wines,wine,jhamsikhel,9905.263157894737,0.8340076438754311
vienna bakery,bakery,bhaisepati complex,198.58695652173913,0.9969352580885271
villa 72,multi cuisine,uttardhoka lazimpat,723.1052631578947,0.9881311613474373
villa everest shangrila,korean  asian,thamel kathmandu,802.0909090909091,0.9868053787023825
vino bistro,continental,lazimpat,802.3188405797101,0.986801552847589
vivanta kathmandu,multi cuisine,jhamsikhel,1160.6810035842293,0.9807864050223929
vootoo,newari cuisine,bhagwanbahal thamel,559.8863636363636,0.9908708083019497
walnut bistro,multi cuisine  nepali,pani pokhari,547.9673202614379,0.9910708707394403
watering hole,continental  more,naxal,501.94444444444446,0.9918433697082457
wellness organic club,multi cuisine,uttardhoka lazimpat,587.5526315789474,0.9904064269898969
wimpy restaurant,fast food multi cuisine,durbarmarg,520.8411214953271,0.9915261869317129
wo chhen authentic newari kitchen bara ghar,newari cuisine,tankeshwor chowk,209.63253012048193,0.996749856936091
wok n roll,asian,kumaripati,367.1929824561403,0.9941051876321171
wok story  kupondole,multi cuisine,kupondole,560.78125,0.9908557875371489
wok storymid baneswor,multi cuisine,maitri tole mid baneshwor,559.0277777777778,0.9908852197588309
wok up thai inspired kitchen,thai,jyatha,405.61224489795916,0.9934603161395884
wood fire house pizzeria,italian  pizza,nepaltar machha pokhari,424.4230769230769,0.9931445742811361
wood fired pizza,italian,ekantakuna,441.6363636363636,0.992855647394241
world of burger  kupondole,multi cuisine,kupondole,416.96666666666664,0.9932697309370776
world of burgersmid baneswor,multi cuisine,maitri tole mid baneshwor,415.82758620689657,0.9932888505263022
wunjala moskva,newari,naxal,634.0555555555555,0.9896258703605978
xi thang chinese cuisine,chinese,sanepa,590.7142857142857,0.9903533582818705
yasumi japanese restaurant,japanese,durbar marg,1131.132530120482,0.9812823793585314
yellow pomelo,multi cuisine,jhamsikhel,541.7653424657534,0.9911749716102936
yeti burgers,burger,swayambhu kimdol chaunni hospital marg,360.37142857142857,0.9942196881549124
yeti pizza and cake,italian pizza,old baneshwor,728.060606060606,0.9880479853786507
yin yang restaurant  bar,thai,thamel,942.2426470588235,0.9844529165597078
yo boba cafe,bubble tea,jhamsikhel,319.5744680851064,0.994904469567343
yomari corner,newari nepali  local,lazimpat,322.5,0.9948553641964303
yum yum cafe,asian fusion  pan asian,jhamsikhel,906.1214953271028,0.985059214014386
yun kitchen,chinese,panipokhari lazimpat,1072.4,0.982268211255126
zen bistro  cafe,asian fusion,basbari,847.3853299492386,0.9860451069291706
zhong hua,chinese,thamel,755.4710714285713,0.9875878977405937
zobhanas momo,momo,anamnagar,230.36507936507937,0.9964018588454057
zobhanas momo  gairidhara,momo,gairidhara,252.78787878787878,0.9960254897219133
